formatted_date,XIU.TO,HXT.TO,VCN.TO,XUU.TO,ZCN.TO
2017-08-01,26.404651428959497,30.790000915527344,33.23673535883493,24.783869458880154,24.389911297911794
2017-08-02,26.568727548412312,30.989999771118164,33.3447875756737,24.804583572044017,24.47303136955468
2017-08-03,26.463249404372796,30.8700008392334,33.21512450328225,24.794226515462086,24.354287439413948
2017-08-04,26.592167632725424,31.010000228881836,33.35559300345004,24.970292526541808,24.449282130556117
2017-08-08,26.580447590568866,31.030000686645508,33.33398214789736,24.98064958312374,24.449282130556117
2017-08-09,26.521847379786095,30.899999618530273,33.24754078661127,24.970292526541808,24.401783652558986
2017-08-10,26.25229311629376,30.610000610351562,32.934189563871286,24.763155345716292,24.16429805712961
2017-08-11,26.181975098723907,30.530000686645508,32.880164485914214,24.69065792504933,24.11679957913248
2017-08-14,26.392931386802942,30.790000915527344,33.0530472084864,25.022075834044905,24.25929274827178
2017-08-15,26.334331176020168,30.729999542236328,33.031436352933724,25.063504060372633,24.235543509273214
2017-08-16,26.287453242763426,30.6299991607666,32.972007530626165,24.856366879547117,24.199919650775367
2017-08-17,26.181975098723907,30.540000915527344,32.869359058137874,24.5456630837154,24.11679957913248
2017-08-18,26.041336828214728,30.350000381469727,32.685670907789344,24.317811789726022,23.986183294344553
2017-08-21,26.041336828214728,30.3799991607666,32.696476335565684,24.317811789726022,23.99805564899175
2017-08-22,26.0999370389975,30.440000534057617,32.782917696851776,24.5456630837154,24.057428746488156
2017-08-23,26.240573074137206,30.610000610351562,32.955800419423966,24.421380380138782,24.188047296128172
2017-08-24,26.24643340816721,30.6200008392334,32.966605847200306,24.379954129217612,24.223668889773933
2017-08-25,26.19922876269241,30.559999465942383,32.934189563871286,24.35924001605375,24.17617267662889
2017-08-28,26.19922876269241,30.540000915527344,32.89096991369055,24.34888295947182,24.16429805712961
2017-08-29,26.222829959955455,30.59000015258789,32.977411274976646,24.442094493302644,24.223668889773933
2017-08-30,26.293640304590724,30.649999618530273,33.107072286443476,24.732084175970495,24.318663580916102
2017-08-31,26.37625012238316,30.760000228881836,33.301565864568346,24.618160504382363,24.425532891557552
2017-09-01,26.37625012238316,30.739999771118164,33.25834621438761,24.514591913969607,24.413658272058267
2017-09-05,26.152021866268896,30.469999313354492,32.988216702752986,24.286742595386787,24.247418128772495
2017-09-06,26.104817220794096,30.469999313354492,32.955800419423966,24.089962471143203,24.21179427027465
2017-09-07,26.045808600264703,30.3799991607666,32.89096991369055,23.841399039396517,24.152423437630326
