formatted_date,HXS.TO,EQL.TO,HSH.TO,ULV-C.TO,ULV-F.TO,VFV.TO,VSP.TO,XSP.TO,XUS.TO,ZSP-U.TO,ZSP.TO,ZUE.TO,HULC.TO,VUN.TO,VUS.TO
2011-10-21,5.275000095367432,,,,,,,14.180000305175781,,,,19.02377439059073,,,
2011-10-24,5.364999771118164,,,,,,,14.380000114440918,,,,19.325259742475737,,,
2011-10-25,5.295000076293945,,,,,,,14.109999656677246,,,,19.09412084491076,,,
2011-10-26,5.260000228881836,,,,,,,14.239999771118164,,,,19.224763986248362,,,
2011-10-27,5.480000019073486,,,,,,,14.6899995803833,,,,19.727240850588117,,,
2011-10-28,5.489999771118164,,,,,,,14.699999809265137,,,,19.68704369817544,,,
2011-10-31,5.360000133514404,,,,,,,14.359999656677246,,,,19.556398640040715,,,
2011-11-01,5.230000019073486,,,,,,,13.920000076293945,,,,18.84288241274088,,,
2011-11-02,5.25,,,,,,,14.15999984741211,,,,19.02377439059073,,,
2011-11-03,5.394999980926514,,,,,,,14.430000305175781,,,,19.355409044383087,,,
2011-11-04,5.355000019073486,,,,,,,14.319999694824219,,,,19.25491328815571,,,
2011-11-07,5.375,,,,,,,14.4399995803833,,,,19.375508578987986,,,
2011-11-08,5.425000190734863,,,,,,,14.619999885559082,,,,19.616697243855416,,,
2011-11-09,5.25,,,,,,,14.069999694824219,,,,19.09412084491076,,,
2011-11-10,5.295000076293945,,,,,,,14.210000038146973,,,,19.063971543003408,,,
2011-11-11,5.295000076293945,,,,,,,14.479999542236328,,,,19.47600241841824,,,
2011-11-14,5.349999904632568,,,,,,,14.34000015258789,,,,19.435805266005563,,,
2011-11-15,5.375,,,,,,,14.430000305175781,,,,19.455904800610462,,,
2011-11-16,5.304999828338623,,,,,,,14.180000305175781,,,,19.325259742475737,,,
2011-11-17,5.179999828338623,,,,,,,13.899999618530273,,,,18.6318430497808,,,
2011-11-18,5.210000038146973,,,,,,,13.9399995803833,,,,18.772535958420853,,,
2011-11-21,5.114999771118164,,,,,,,13.670000076293945,,,,18.280108861383546,,,
2011-11-22,5.059999942779541,,,,,,,13.600000381469727,,,,18.300206479191324,,,
2011-11-23,5.005000114440918,,,,,,,13.3100004196167,,,,17.948474207591193,,,
2011-11-24,4.974999904632568,,,,,,,13.210000038146973,,,,17.97862159270142,,,
2011-11-25,4.965000152587891,,,,,,,13.319999694824219,,,,17.868077985968714,,,
2011-11-28,5.119999885559082,,,,,,,13.640000343322754,,,,18.340405548401122,,,
2011-11-29,5.110000133514404,,,,,,,13.699999809265137,,,,18.4409013046285,,,
2011-11-30,5.324999809265137,,,,,,,14.289999961853027,,,,19.09412084491076,,,
2011-12-01,5.324999809265137,,,,,,,14.279999732971191,,,,19.24486352085326,,,
2011-12-02,5.389999866485596,,,,,,,14.3100004196167,,,,19.25491328815571,,,
2011-12-05,5.355000019073486,,,,,,,14.4399995803833,,,,19.29511235736551,,,
2011-12-06,5.389999866485596,,,,,,,14.449999809265137,,,,19.52625125493049,,,
2011-12-07,5.375,,,,,,,14.470000267028809,,,,19.365458811685535,,,
2011-12-08,5.320000171661377,,,,,,,14.170000076293945,,,,19.174517066533234,,,
2011-12-09,5.324999809265137,,,,,,,14.430000305175781,,,,19.365458811685535,,,
2011-12-12,5.304999828338623,,,,,,,14.210000038146973,,,,19.02377439059073,,,
2011-12-13,5.315000057220459,,,,,,,14.079999923706055,,,,19.084071077608307,,,
2011-12-14,5.179999828338623,,,,,,,13.930000305175781,,,,18.692139736798378,,,
2011-12-15,5.215000152587891,,,,,,,13.979999542236328,,,,18.792635493025752,,,
2011-12-16,5.215000152587891,,,,,,,14.020000457763672,,,,18.88308148195068,,,
2011-12-19,5.150000095367432,,,,,,,13.859999656677246,,,,18.692139736798378,,,
2011-12-20,5.309999942779541,,,,,,,14.270000457763672,,,,19.114220379515658,,,
2011-12-21,5.309999942779541,,,,,,,14.3100004196167,,,,19.214716135743032,,,
2011-12-22,5.349999904632568,,,,,,,14.40999984741211,,,,19.325259742475737,,,
2011-12-23,5.400000095367432,,,,,,,14.523000114440919,,,,19.47198413694122,,,
